transaction_id,customer_id,customer_age,customer_gender,date,day_of_week,time_slot,total_amount,payment_method,items_json
TXN-06-0000520,CUST1520,42,M,2024-05-31 10:30:00,Fri,Breakfast,161,UPI,"[{""itemName"":""Maggi"",""quantity"":1,""price"":40,""category"":""Snacks"",""isVegetarian"":true},{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000521,CUST1521,39,F,2024-03-24 21:31:00,Sun,Dinner,296,UPI,"[{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000522,CUST1522,24,M,2024-03-19 12:50:00,Tue,Lunch,70,UPI,"[{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000523,CUST1523,31,F,2024-05-16 13:50:00,Thu,Lunch,165,UPI,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false}]"
TXN-06-0000524,CUST1524,34,F,2024-04-18 20:54:00,Thu,Dinner,155,Wallet,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000525,CUST1525,40,M,2024-01-13 15:25:00,Sat,Lunch,232,UPI,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":2,""price"":90,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000526,CUST1526,30,F,2024-05-27 10:21:00,Mon,Breakfast,25,UPI,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000527,CUST1527,35,M,2024-05-13 20:53:00,Mon,Dinner,48,Wallet,"[{""itemName"":""Fruit Bowl"",""quantity"":1,""price"":40,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000528,CUST1528,25,F,2024-05-02 17:50:00,Thu,Snacks,66,Card,"[{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Samosa"",""quantity"":1,""price"":15,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000529,CUST1529,42,M,2024-03-23 20:58:00,Sat,Dinner,135,Wallet,"[{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000530,CUST1530,20,F,2024-02-11 18:25:00,Sun,Snacks,158,Wallet,"[{""itemName"":""Brownie"",""quantity"":1,""price"":55,""category"":""Desserts"",""isVegetarian"":true},{""itemName"":""Lassi"",""quantity"":2,""price"":30,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000531,CUST1531,39,F,2024-01-17 09:12:00,Wed,Breakfast,60,UPI,"[{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000532,CUST1532,30,M,2024-04-21 19:20:00,Sun,Dinner,493,Card,"[{""itemName"":""Cold Coffee"",""quantity"":2,""price"":50,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000533,CUST1533,30,M,2024-06-19 16:50:00,Wed,Snacks,51,Cash,"[{""itemName"":""Maggi"",""quantity"":1,""price"":40,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000534,CUST1534,39,M,2024-06-09 16:42:00,Sun,Snacks,74,Card,"[{""itemName"":""Lassi"",""quantity"":2,""price"":30,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000535,CUST1535,24,F,2024-02-12 18:17:00,Mon,Snacks,40,Wallet,"[{""itemName"":""Fruit Bowl"",""quantity"":1,""price"":40,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000536,CUST1536,43,F,2024-02-14 18:55:00,Wed,Snacks,51,Wallet,"[{""itemName"":""Maggi"",""quantity"":1,""price"":40,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000537,CUST1537,26,M,2024-02-24 18:50:00,Sat,Snacks,67,Card,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Samosa"",""quantity"":1,""price"":15,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000538,CUST1538,19,M,2024-06-25 19:06:00,Tue,Dinner,30,Cash,"[{""itemName"":""Tea"",""quantity"":2,""price"":15,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000539,CUST1539,20,F,2024-05-05 08:14:00,Sun,Breakfast,31,Card,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000540,CUST1540,28,M,2024-04-19 15:55:00,Fri,Lunch,37,UPI,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000541,CUST1541,27,F,2024-01-07 21:25:00,Sun,Dinner,89,UPI,"[{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000542,CUST1542,37,F,2024-05-17 19:22:00,Fri,Dinner,434,Cash,"[{""itemName"":""Veg Biryani"",""quantity"":2,""price"":100,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Cold Coffee"",""quantity"":2,""price"":50,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000543,CUST1543,44,M,2024-05-16 14:24:00,Thu,Lunch,311,UPI,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":2,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false}]"
TXN-06-0000544,CUST1544,34,F,2024-01-30 20:42:00,Tue,Dinner,55,UPI,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000545,CUST1545,22,F,2024-02-03 08:54:00,Sat,Breakfast,106,UPI,"[{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000546,CUST1546,41,F,2024-03-09 15:22:00,Sat,Lunch,91,UPI,"[{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000547,CUST1547,18,M,2024-05-25 21:12:00,Sat,Dinner,114,Card,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000548,CUST1548,26,M,2024-06-15 07:58:00,Sat,Breakfast,70,UPI,"[{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000549,CUST1549,23,F,2024-01-20 20:15:00,Sat,Dinner,440,Cash,"[{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000550,CUST1550,37,F,2024-03-19 15:53:00,Tue,Lunch,198,Wallet,"[{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000551,CUST1551,44,M,2024-05-20 19:14:00,Mon,Dinner,29,Card,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000552,CUST1552,35,M,2024-02-26 19:00:00,Mon,Dinner,65,UPI,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000553,CUST1553,21,M,2024-01-22 20:48:00,Mon,Dinner,235,UPI,"[{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000554,CUST1554,40,F,2024-03-24 20:03:00,Sun,Dinner,119,Wallet,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000555,CUST1555,33,F,2024-02-29 21:23:00,Thu,Dinner,68,Card,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000556,CUST1556,22,M,2024-06-01 19:11:00,Sat,Dinner,517,Cash,"[{""itemName"":""Veg Biryani"",""quantity"":2,""price"":100,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000557,CUST1557,39,M,2024-05-24 21:13:00,Fri,Dinner,224,UPI,"[{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Ice Cream"",""quantity"":1,""price"":45,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000558,CUST1558,21,M,2024-05-21 17:45:00,Tue,Snacks,37,Card,"[{""itemName"":""Samosa"",""quantity"":2,""price"":15,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000559,CUST1559,31,F,2024-01-26 20:45:00,Fri,Dinner,45,UPI,"[{""itemName"":""Coffee"",""quantity"":2,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000560,CUST1560,19,M,2024-03-30 13:50:00,Sat,Lunch,188,UPI,"[{""itemName"":""Dal Rice"",""quantity"":2,""price"":60,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000561,CUST1561,38,M,2024-02-16 20:00:00,Fri,Dinner,219,Card,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000562,CUST1562,23,M,2024-03-20 20:07:00,Wed,Dinner,207,UPI,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000563,CUST1563,38,M,2024-05-09 16:36:00,Thu,Snacks,51,Card,"[{""itemName"":""Brownie"",""quantity"":1,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000564,CUST1564,45,M,2024-06-10 12:59:00,Mon,Lunch,106,UPI,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000565,CUST1565,40,F,2024-06-12 09:45:00,Wed,Breakfast,106,Card,"[{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Samosa"",""quantity"":1,""price"":15,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000566,CUST1566,40,M,2024-05-18 12:51:00,Sat,Lunch,49,UPI,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000567,CUST1567,42,M,2024-06-14 20:15:00,Fri,Dinner,231,Cash,"[{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false}]"
TXN-06-0000568,CUST1568,37,F,2024-06-24 20:28:00,Mon,Dinner,408,UPI,"[{""itemName"":""Chicken Biryani"",""quantity"":2,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":2,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000569,CUST1569,22,F,2024-05-14 19:28:00,Tue,Dinner,112,UPI,"[{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000570,CUST1570,34,F,2024-02-08 14:49:00,Thu,Lunch,81,UPI,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Lassi"",""quantity"":2,""price"":30,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000571,CUST1571,40,M,2024-05-26 21:26:00,Sun,Dinner,96,Wallet,"[{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000572,CUST1572,44,M,2024-05-31 08:25:00,Fri,Breakfast,58,Wallet,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000573,CUST1573,25,F,2024-03-03 20:19:00,Sun,Dinner,252,Cash,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Cold Coffee"",""quantity"":2,""price"":50,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000574,CUST1574,31,M,2024-02-21 14:51:00,Wed,Lunch,97,Cash,"[{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000575,CUST1575,40,F,2024-05-10 14:07:00,Fri,Lunch,15,UPI,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000576,CUST1576,38,F,2024-02-03 14:13:00,Sat,Lunch,37,Card,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000577,CUST1577,22,F,2024-06-09 16:47:00,Sun,Snacks,247,UPI,"[{""itemName"":""Maggi"",""quantity"":1,""price"":40,""category"":""Snacks"",""isVegetarian"":true},{""itemName"":""Ice Cream"",""quantity"":1,""price"":45,""category"":""Desserts"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000578,CUST1578,18,F,2024-02-19 17:23:00,Mon,Snacks,45,Card,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000579,CUST1579,23,F,2024-03-05 21:38:00,Tue,Dinner,222,UPI,"[{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":2,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000580,CUST1580,44,M,2024-02-20 07:35:00,Tue,Breakfast,148,UPI,"[{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000581,CUST1581,34,F,2024-03-06 18:28:00,Wed,Snacks,22,UPI,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000582,CUST1582,19,F,2024-02-06 13:35:00,Tue,Lunch,88,Cash,"[{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000583,CUST1583,39,M,2024-04-15 09:29:00,Mon,Breakfast,65,UPI,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Maggi"",""quantity"":1,""price"":40,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000584,CUST1584,46,M,2024-06-28 10:07:00,Fri,Breakfast,207,Wallet,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":2,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000585,CUST1585,41,M,2024-05-24 21:22:00,Fri,Dinner,265,Card,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Chole Bhature"",""quantity"":2,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000586,CUST1586,42,M,2024-03-21 09:12:00,Thu,Breakfast,110,Cash,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000587,CUST1587,34,M,2024-02-26 21:53:00,Mon,Dinner,212,Wallet,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000588,CUST1588,46,F,2024-01-24 17:00:00,Wed,Snacks,52,UPI,"[{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000589,CUST1589,30,F,2024-02-25 20:13:00,Sun,Dinner,105,UPI,"[{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000590,CUST1590,46,F,2024-05-04 21:19:00,Sat,Dinner,83,Wallet,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000591,CUST1591,28,F,2024-06-13 09:15:00,Thu,Breakfast,65,UPI,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000592,CUST1592,18,M,2024-05-25 13:38:00,Sat,Lunch,172,Card,"[{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false}]"
TXN-06-0000593,CUST1593,31,F,2024-02-25 14:12:00,Sun,Lunch,308,UPI,"[{""itemName"":""Chole Bhature"",""quantity"":2,""price"":85,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000594,CUST1594,25,F,2024-06-01 13:44:00,Sat,Lunch,79,Card,"[{""itemName"":""Dal Rice"",""quantity"":1,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000595,CUST1595,25,F,2024-05-12 12:21:00,Sun,Lunch,310,Cash,"[{""itemName"":""Brownie"",""quantity"":1,""price"":55,""category"":""Desserts"",""isVegetarian"":true},{""itemName"":""Paneer Curry+Roti"",""quantity"":2,""price"":90,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000596,CUST1596,43,F,2024-04-22 09:42:00,Mon,Breakfast,43,UPI,"[{""itemName"":""Samosa"",""quantity"":1,""price"":15,""category"":""Snacks"",""isVegetarian"":true},{""itemName"":""Brownie"",""quantity"":2,""price"":55,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000597,CUST1597,35,M,2024-02-09 21:55:00,Fri,Dinner,31,UPI,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000598,CUST1598,29,M,2024-05-22 13:55:00,Wed,Lunch,72,UPI,"[{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000599,CUST1599,19,M,2024-06-08 16:02:00,Sat,Snacks,178,Card,"[{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Tea"",""quantity"":2,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000600,CUST1600,29,M,2024-02-23 12:08:00,Fri,Lunch,135,Wallet,"[{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false}]"
TXN-06-0000601,CUST1601,26,M,2024-01-08 18:55:00,Mon,Snacks,61,UPI,"[{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000602,CUST1602,43,F,2024-04-07 13:55:00,Sun,Lunch,355,Card,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Dal Rice"",""quantity"":2,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000603,CUST1603,35,M,2024-06-12 13:44:00,Wed,Lunch,240,Card,"[{""itemName"":""Chicken Biryani"",""quantity"":1,""price"":130,""category"":""Main Course"",""isVegetarian"":false},{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000604,CUST1604,33,F,2024-06-16 15:59:00,Sun,Lunch,179,Card,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Dal Rice"",""quantity"":2,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000605,CUST1605,22,F,2024-05-18 09:53:00,Sat,Breakfast,62,Cash,"[{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000606,CUST1606,21,F,2024-02-17 19:43:00,Sat,Dinner,34,Card,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000607,CUST1607,44,M,2024-06-21 18:59:00,Fri,Snacks,162,Card,"[{""itemName"":""Sandwich"",""quantity"":2,""price"":50,""category"":""Snacks"",""isVegetarian"":true},{""itemName"":""Samosa"",""quantity"":1,""price"":15,""category"":""Snacks"",""isVegetarian"":true},{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000608,CUST1608,22,F,2024-04-05 15:47:00,Fri,Lunch,26,Wallet,"[{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000609,CUST1609,46,F,2024-02-21 16:17:00,Wed,Snacks,31,UPI,"[{""itemName"":""Lassi"",""quantity"":1,""price"":30,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000610,CUST1610,26,F,2024-06-12 21:43:00,Wed,Dinner,52,UPI,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000611,CUST1611,19,F,2024-04-27 20:38:00,Sat,Dinner,266,Card,"[{""itemName"":""Paneer Curry+Roti"",""quantity"":1,""price"":90,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000612,CUST1612,39,M,2024-05-10 08:38:00,Fri,Breakfast,122,Cash,"[{""itemName"":""Dal Rice"",""quantity"":2,""price"":60,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000613,CUST1613,36,M,2024-06-29 15:12:00,Sat,Lunch,55,Cash,"[{""itemName"":""Fruit Bowl"",""quantity"":1,""price"":40,""category"":""Desserts"",""isVegetarian"":true}]"
TXN-06-0000614,CUST1614,21,M,2024-06-15 07:21:00,Sat,Breakfast,200,Cash,"[{""itemName"":""Coffee"",""quantity"":2,""price"":25,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Veg Biryani"",""quantity"":1,""price"":100,""category"":""Main Course"",""isVegetarian"":true}]"
TXN-06-0000615,CUST1615,25,F,2024-05-13 21:59:00,Mon,Dinner,94,UPI,"[{""itemName"":""Rajma Chawal"",""quantity"":1,""price"":70,""category"":""Main Course"",""isVegetarian"":true},{""itemName"":""Coffee"",""quantity"":1,""price"":25,""category"":""Beverages"",""isVegetarian"":true}]"
TXN-06-0000616,CUST1616,27,F,2024-01-03 18:13:00,Wed,Snacks,83,Card,"[{""itemName"":""Tea"",""quantity"":1,""price"":15,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Sandwich"",""quantity"":1,""price"":50,""category"":""Snacks"",""isVegetarian"":true},{""itemName"":""Samosa"",""quantity"":1,""price"":15,""category"":""Snacks"",""isVegetarian"":true}]"
TXN-06-0000617,CUST1617,32,M,2024-03-01 12:59:00,Fri,Lunch,145,Wallet,"[{""itemName"":""Cold Coffee"",""quantity"":1,""price"":50,""category"":""Beverages"",""isVegetarian"":true},{""itemName"":""Chole Bhature"",""quantity"":1,""price"":85,""category"":""Main Course"",""isVegetarian"":true}]"
